countryPair,scoreSum,Country1,Country2,same
TUV-TOG,920,TUV,TOG,False
BHU-SEY,920,BHU,SEY,False
BEL-CAM,920,BEL,CAM,False
MAG-TON,920,MAG,TON,False
TUV-AAB,920,TUV,AAB,False
DRC-SAL,920,DRC,SAL,False
MAW-ITA,920,MAW,ITA,False
MAA-LUX,920,MAA,LUX,False
YEM-LUX,920,YEM,LUX,False
BUL-ERI,920,BUL,ERI,False
ERI-BUL,920,ERI,BUL,False
TON-MAG,920,TON,MAG,False
ROM-LES,920,ROM,LES,False
ITA-MAW,920,ITA,MAW,False
TOG-TUV,920,TOG,TUV,False
NTH-KYR,920,NTH,KYR,False
GMY-NIC,920,GMY,NIC,False
CAM-BEL,920,CAM,BEL,False
LES-DEN,920,LES,DEN,False
NIC-GMY,920,NIC,GMY,False
PAR-DRC,920,PAR,DRC,False
KYR-NTH,920,KYR,NTH,False
LES-ROM,920,LES,ROM,False
LUX-YEM,920,LUX,YEM,False
SOM-BOT,919,SOM,BOT,False
SOM-MAS,919,SOM,MAS,False
CAM-SLO,919,CAM,SLO,False
AFG-DRC,919,AFG,DRC,False
MSI-PAL,919,MSI,PAL,False
MZM-MNC,919,MZM,MNC,False
PAL-MSI,919,PAL,MSI,False
SOM-ERI,919,SOM,ERI,False
MNC-MZM,919,MNC,MZM,False
NIC-SEY,919,NIC,SEY,False
TUV-MLI,919,TUV,MLI,False
DRC-AFG,919,DRC,AFG,False
ERI-SOM,919,ERI,SOM,False
KEN-STP,919,KEN,STP,False
DRC-MAA,919,DRC,MAA,False
MLI-TUV,919,MLI,TUV,False
RUS-FRN,919,RUS,FRN,False
STP-KEN,919,STP,KEN,False
ALG-POL,919,ALG,POL,False
GNB-MLD,919,GNB,MLD,False
FRN-RUS,919,FRN,RUS,False
SLO-CAM,919,SLO,CAM,False
TUN-TUV,919,TUN,TUV,False
SEY-NIC,919,SEY,NIC,False
SLO-NIC,919,SLO,NIC,False
SPN-LIB,919,SPN,LIB,False
TUV-TUN,919,TUV,TUN,False
LES-GRG,919,LES,GRG,False
MAA-DRC,919,MAA,DRC,False
NIC-SLO,919,NIC,SLO,False
MSI-AUS,919,MSI,AUS,False
POL-ALG,919,POL,ALG,False
MAS-SOM,919,MAS,SOM,False
AUS-MSI,919,AUS,MSI,False
GRG-LES,919,GRG,LES,False
LEB-GRG,919,LEB,GRG,False
LIB-SPN,919,LIB,SPN,False
MZM-EQG,919,MZM,EQG,False
EQG-MZM,919,EQG,MZM,False
BOT-SOM,919,BOT,SOM,False
MLD-GNB,919,MLD,GNB,False
GRG-LEB,919,GRG,LEB,False
CRO-MAW,918,CRO,MAW,False
SVG-LIT,918,SVG,LIT,False
ARM-LBR,918,ARM,LBR,False
ICE-TAJ,918,ICE,TAJ,False
DRC-ETH,918,DRC,ETH,False
BUL-YEM,918,BUL,YEM,False
CDI-GMY,918,CDI,GMY,False
YEM-BUL,918,YEM,BUL,False
SLO-QAT,918,SLO,QAT,False
DEN-AFG,918,DEN,AFG,False
ETH-DRC,918,ETH,DRC,False
HUN-NAM,918,HUN,NAM,False
NAM-HUN,918,NAM,HUN,False
AUS-CAO,918,AUS,CAO,False
LIT-SVG,918,LIT,SVG,False
QAT-SLO,918,QAT,SLO,False
LBR-ARM,918,LBR,ARM,False
AFG-DEN,918,AFG,DEN,False
TAJ-ICE,918,TAJ,ICE,False
GMY-CDI,918,GMY,CDI,False
CAO-AUS,918,CAO,AUS,False
MAW-CRO,918,MAW,CRO,False
TUV-SIN,917,TUV,SIN,False
LAT-SUR,917,LAT,SUR,False
GRN-HUN,917,GRN,HUN,False
DEN-ANG,917,DEN,ANG,False
DRC-COS,917,DRC,COS,False
VEN-BOS,917,VEN,BOS,False
URU-SOM,917,URU,SOM,False
PAN-FRN,917,PAN,FRN,False
TON-GUI,917,TON,GUI,False
DRC-BOL,917,DRC,BOL,False
COS-DRC,917,COS,DRC,False
SWD-UGA,917,SWD,UGA,False
MOR-TUV,917,MOR,TUV,False
BUL-MAW,917,BUL,MAW,False
SOM-URU,917,SOM,URU,False
BOL-DRC,917,BOL,DRC,False
ALB-BEN,917,ALB,BEN,False
ALG-NTH,917,ALG,NTH,False
CRO-SVG,917,CRO,SVG,False
SUR-LAT,917,SUR,LAT,False
BEN-ALB,917,BEN,ALB,False
UGA-SWD,917,UGA,SWD,False
SVG-CRO,917,SVG,CRO,False
SUR-SLO,917,SUR,SLO,False
FRN-PAN,917,FRN,PAN,False
BOS-VEN,917,BOS,VEN,False
GUY-SWZ,917,GUY,SWZ,False
TUV-MOR,917,TUV,MOR,False
GUI-TON,917,GUI,TON,False
SWZ-GUY,917,SWZ,GUY,False
SIN-TUV,917,SIN,TUV,False
NTH-ALG,917,NTH,ALG,False
ANG-DEN,917,ANG,DEN,False
HUN-GRN,917,HUN,GRN,False
MAW-BUL,917,MAW,BUL,False
SLO-SUR,917,SLO,SUR,False
EQG-NEP,916,EQG,NEP,False
VAN-JPN,916,VAN,JPN,False
CUB-LIE,916,CUB,LIE,False
MNC-FIJ,916,MNC,FIJ,False
LIE-CUB,916,LIE,CUB,False
STP-LAO,916,STP,LAO,False
LEB-CRO,916,LEB,CRO,False
STP-LIB,916,STP,LIB,False
ERI-ROM,916,ERI,ROM,False
CON-SLV,916,CON,SLV,False
BAH-HUN,916,BAH,HUN,False
ECU-TUV,916,ECU,TUV,False
LAO-STP,916,LAO,STP,False
LIB-STP,916,LIB,STP,False
ROM-ERI,916,ROM,ERI,False
EQG-ECU,916,EQG,ECU,False
HUN-KEN,916,HUN,KEN,False
ECU-EQG,916,ECU,EQG,False
JPN-VAN,916,JPN,VAN,False
HUN-BAH,916,HUN,BAH,False
NEP-EQG,916,NEP,EQG,False
FIJ-MNC,916,FIJ,MNC,False
DEN-MAA,916,DEN,MAA,False
KEN-HUN,916,KEN,HUN,False
CRO-LEB,916,CRO,LEB,False
MAA-DEN,916,MAA,DEN,False
SAU-STP,916,SAU,STP,False
SLV-CON,916,SLV,CON,False
STP-SAU,916,STP,SAU,False
TUV-ECU,916,TUV,ECU,False
VAN-SWD,915,VAN,SWD,False
SWZ-TRI,915,SWZ,TRI,False
LUX-SIE,915,LUX,SIE,False
MOR-CZR,915,MOR,CZR,False
EQG-BNG,915,EQG,BNG,False
SAU-DRC,915,SAU,DRC,False
TUV-MAL,915,TUV,MAL,False
SIE-LUX,915,SIE,LUX,False
LIB-MAC,915,LIB,MAC,False
CDI-SLO,915,CDI,SLO,False
UZB-MLT,915,UZB,MLT,False
PAK-RWA,915,PAK,RWA,False
RWA-PAK,915,RWA,PAK,False
MAL-TUV,915,MAL,TUV,False
SIE-SLV,915,SIE,SLV,False
SLV-SIE,915,SLV,SIE,False
POR-BHU,915,POR,BHU,False
BNG-EQG,915,BNG,EQG,False
TRI-SWZ,915,TRI,SWZ,False
MAC-LIB,915,MAC,LIB,False
CZR-MOR,915,CZR,MOR,False
SWD-VAN,915,SWD,VAN,False
INS-LAT,915,INS,LAT,False
DRC-SAU,915,DRC,SAU,False
LAT-INS,915,LAT,INS,False
BHU-POR,915,BHU,POR,False
SLO-CDI,915,SLO,CDI,False
MLT-UZB,915,MLT,UZB,False
LAT-NIC,914,LAT,NIC,False
SIE-ITA,914,SIE,ITA,False
DEN-SIE,914,DEN,SIE,False
EQG-MAL,914,EQG,MAL,False
BOT-AUL,914,BOT,AUL,False
SVG-NTH,914,SVG,NTH,False
MAL-EQG,914,MAL,EQG,False
SIN-AUL,914,SIN,AUL,False
NIC-LAT,914,NIC,LAT,False
GRG-CON,914,GRG,CON,False
CON-GRG,914,CON,GRG,False
UAE-TUV,914,UAE,TUV,False
NTH-SVG,914,NTH,SVG,False
BAH-ALB,914,BAH,ALB,False
ITA-SIE,914,ITA,SIE,False
TUV-UAE,914,TUV,UAE,False
ALB-BAH,914,ALB,BAH,False
AUL-SIN,914,AUL,SIN,False
AUL-BOT,914,AUL,BOT,False
SIE-DEN,914,SIE,DEN,False
ITA-CON,914,ITA,CON,False
CON-ITA,914,CON,ITA,False
KUW-ALB,913,KUW,ALB,False
AND-BHU,913,AND,BHU,False
DOM-SOM,913,DOM,SOM,False
ITA-LEB,913,ITA,LEB,False
ALB-KUW,913,ALB,KUW,False
GRG-BHU,913,GRG,BHU,False
AND-RUS,913,AND,RUS,False
BHU-GRG,913,BHU,GRG,False
BHU-AND,913,BHU,AND,False
NOR-LIB,913,NOR,LIB,False
SOM-DOM,913,SOM,DOM,False
CON-STP,913,CON,STP,False
LEB-ITA,913,LEB,ITA,False
MAW-SLV,913,MAW,SLV,False
ANG-STP,913,ANG,STP,False
STP-ANG,913,STP,ANG,False
SLV-MAW,913,SLV,MAW,False
BRU-TUV,913,BRU,TUV,False
STP-CON,913,STP,CON,False
LIB-NOR,913,LIB,NOR,False
BOS-CDI,913,BOS,CDI,False
CDI-BOS,913,CDI,BOS,False
RUS-AND,913,RUS,AND,False
TUV-BRU,913,TUV,BRU,False
UKG-CHL,912,UKG,CHL,False
SEY-MAA,912,SEY,MAA,False
CHL-UKG,912,CHL,UKG,False
RWA-SYR,912,RWA,SYR,False
ETH-TUV,912,ETH,TUV,False
DRC-BRA,912,DRC,BRA,False
GMY-VEN,912,GMY,VEN,False
VEN-GMY,912,VEN,GMY,False
SYR-RWA,912,SYR,RWA,False
TUV-ETH,912,TUV,ETH,False
BEL-ERI,912,BEL,ERI,False
AFG-ROM,912,AFG,ROM,False
MAA-SEY,912,MAA,SEY,False
EQG-ERI,912,EQG,ERI,False
ROM-AFG,912,ROM,AFG,False
BRA-DRC,912,BRA,DRC,False
LES-EST,912,LES,EST,False
ERI-BEL,912,ERI,BEL,False
ERI-EQG,912,ERI,EQG,False
EST-LES,912,EST,LES,False
ICE-CHN,911,ICE,CHN,False
CON-SEY,911,CON,SEY,False
BFO-EQG,911,BFO,EQG,False
DRC-GUA,911,DRC,GUA,False
GUY-AUL,911,GUY,AUL,False
TAJ-POR,911,TAJ,POR,False
SWZ-MAS,911,SWZ,MAS,False
SWZ-CAP,911,SWZ,CAP,False
CHN-ICE,911,CHN,ICE,False
YEM-ROM,911,YEM,ROM,False
ROM-YEM,911,ROM,YEM,False
CAP-SWZ,911,CAP,SWZ,False
MAS-SWZ,911,MAS,SWZ,False
AUL-GUY,911,AUL,GUY,False
EQG-NIG,911,EQG,NIG,False
EQG-BFO,911,EQG,BFO,False
MNC-JOR,911,MNC,JOR,False
POR-TAJ,911,POR,TAJ,False
NIG-EQG,911,NIG,EQG,False
SEY-CON,911,SEY,CON,False
GUA-DRC,911,GUA,DRC,False
JOR-MNC,911,JOR,MNC,False
PNG-HUN,910,PNG,HUN,False
DEN-ERI,910,DEN,ERI,False
MAW-DEN,910,MAW,DEN,False
LEB-TON,910,LEB,TON,False
DEN-MAW,910,DEN,MAW,False
MAW-ROM,910,MAW,ROM,False
ITA-MAG,910,ITA,MAG,False
EQG-MAD,910,EQG,MAD,False
MNC-NIG,910,MNC,NIG,False
AUL-KZK,910,AUL,KZK,False
SAU-EST,910,SAU,EST,False
SOM-COL,910,SOM,COL,False
STP-DRV,910,STP,DRV,False
KZK-AUL,910,KZK,AUL,False
NIG-MNC,910,NIG,MNC,False
COL-SOM,910,COL,SOM,False
EST-SAU,910,EST,SAU,False
MAD-EQG,910,MAD,EQG,False
ROM-MAW,910,ROM,MAW,False
DRV-STP,910,DRV,STP,False
TON-LEB,910,TON,LEB,False
MAG-ITA,910,MAG,ITA,False
ERI-DEN,910,ERI,DEN,False
HUN-PNG,910,HUN,PNG,False
BOS-ANG,909,BOS,ANG,False
CHL-SOM,909,CHL,SOM,False
TAJ-GRG,909,TAJ,GRG,False
TAJ-MAC,909,TAJ,MAC,False
ROM-MAA,909,ROM,MAA,False
TAZ-EQG,909,TAZ,EQG,False
TUV-SAF,909,TUV,SAF,False
SWZ-SAF,909,SWZ,SAF,False
VAN-UKR,909,VAN,UKR,False
TON-ANG,909,TON,ANG,False
MLD-GAB,909,MLD,GAB,False
GRG-TAJ,909,GRG,TAJ,False
UKR-VAN,909,UKR,VAN,False
BAH-TUV,909,BAH,TUV,False
ANG-BOS,909,ANG,BOS,False
SAF-SWZ,909,SAF,SWZ,False
TUV-BAH,909,TUV,BAH,False
AZE-TUV,909,AZE,TUV,False
SAF-TUV,909,SAF,TUV,False
TUV-AZE,909,TUV,AZE,False
MAA-ROM,909,MAA,ROM,False
SOM-CHL,909,SOM,CHL,False
SWA-GRC,909,SWA,GRC,False
SWA-FIN,909,SWA,FIN,False
GRC-SWA,909,GRC,SWA,False
BNG-MNC,909,BNG,MNC,False
MAC-TAJ,909,MAC,TAJ,False
ANG-TON,909,ANG,TON,False
FIN-SWA,909,FIN,SWA,False
GAB-MLD,909,GAB,MLD,False
MNC-BNG,909,MNC,BNG,False
EQG-TAZ,909,EQG,TAZ,False
ALB-GUI,908,ALB,GUI,False
CON-LUX,908,CON,LUX,False
SEN-SWZ,908,SEN,SWZ,False
SWZ-SEN,908,SWZ,SEN,False
LUX-CON,908,LUX,CON,False
SOM-BRA,908,SOM,BRA,False
SOM-GHA,908,SOM,GHA,False
BRA-SOM,908,BRA,SOM,False
GHA-SOM,908,GHA,SOM,False
GRG-SIE,908,GRG,SIE,False
GUI-ALB,908,GUI,ALB,False
SIE-GRG,908,SIE,GRG,False
EST-AFG,908,EST,AFG,False
AFG-EST,908,AFG,EST,False
LAT-SVG,907,LAT,SVG,False
MNC-BLR,907,MNC,BLR,False
EQG-JOR,907,EQG,JOR,False
TON-AZE,907,TON,AZE,False
DRC-DOM,907,DRC,DOM,False
TOG-EQG,907,TOG,EQG,False
GRC-NIR,907,GRC,NIR,False
EQG-TOG,907,EQG,TOG,False
SVG-LAT,907,SVG,LAT,False
BLZ-AUL,907,BLZ,AUL,False
DOM-DRC,907,DOM,DRC,False
TON-MAA,907,TON,MAA,False
EQG-MON,907,EQG,MON,False
BFO-AUL,907,BFO,AUL,False
ROM-ANG,907,ROM,ANG,False
MAG-SLV,907,MAG,SLV,False
SLV-MAG,907,SLV,MAG,False
MAA-TON,907,MAA,TON,False
AZE-TON,907,AZE,TON,False
GUI-STP,907,GUI,STP,False
LEB-BOS,907,LEB,BOS,False
MLD-NIR,907,MLD,NIR,False
NIR-MLD,907,NIR,MLD,False
STP-GUI,907,STP,GUI,False
BLR-MNC,907,BLR,MNC,False
BOS-LEB,907,BOS,LEB,False
NIR-GRC,907,NIR,GRC,False
ICE-EGY,907,ICE,EGY,False
CHN-SOM,907,CHN,SOM,False
ANG-ROM,907,ANG,ROM,False
SOM-CHN,907,SOM,CHN,False
AUL-BLZ,907,AUL,BLZ,False
AUL-BFO,907,AUL,BFO,False
MON-EQG,907,MON,EQG,False
EGY-ICE,907,EGY,ICE,False
JOR-EQG,907,JOR,EQG,False
INS-HUN,906,INS,HUN,False
UZB-CYP,906,UZB,CYP,False
DEN-CON,906,DEN,CON,False
NAM-EQG,906,NAM,EQG,False
STP-FIJ,906,STP,FIJ,False
CYP-UZB,906,CYP,UZB,False
CAN-BRA,906,CAN,BRA,False
GRN-SEY,906,GRN,SEY,False
VEN-TON,906,VEN,TON,False
EST-OMA,906,EST,OMA,False
BRA-CAN,906,BRA,CAN,False
SOM-KEN,906,SOM,KEN,False
ROM-CON,906,ROM,CON,False
TAJ-ROK,906,TAJ,ROK,False
BOL-EQG,906,BOL,EQG,False
EQG-BOL,906,EQG,BOL,False
TON-VEN,906,TON,VEN,False
BAR-AUL,906,BAR,AUL,False
KEN-SOM,906,KEN,SOM,False
GHA-MNC,906,GHA,MNC,False
LEB-SLV,906,LEB,SLV,False
ROK-TAJ,906,ROK,TAJ,False
AUL-BAR,906,AUL,BAR,False
OMA-EST,906,OMA,EST,False
CON-DEN,906,CON,DEN,False
ANG-BEL,906,ANG,BEL,False
SLV-LEB,906,SLV,LEB,False
SEY-GRN,906,SEY,GRN,False
FIJ-STP,906,FIJ,STP,False
CON-ROM,906,CON,ROM,False
CZR-ETH,906,CZR,ETH,False
ETH-CZR,906,ETH,CZR,False
MNC-GHA,906,MNC,GHA,False
BEL-ANG,906,BEL,ANG,False
EQG-NAM,906,EQG,NAM,False
HUN-INS,906,HUN,INS,False
BUL-ANG,905,BUL,ANG,False
BUL-CON,905,BUL,CON,False
NOR-TAJ,905,NOR,TAJ,False
STP-BHU,905,STP,BHU,False
QAT-LAT,905,QAT,LAT,False
CDI-STP,905,CDI,STP,False
IRE-MSI,905,IRE,MSI,False
RUS-MLD,905,RUS,MLD,False
AUL-TOG,905,AUL,TOG,False
CON-BUL,905,CON,BUL,False
TAJ-NOR,905,TAJ,NOR,False
MAG-DEN,905,MAG,DEN,False
MNC-ZAM,905,MNC,ZAM,False
EGY-POR,905,EGY,POR,False
STP-CDI,905,STP,CDI,False
ANG-BUL,905,ANG,BUL,False
TOG-AUL,905,TOG,AUL,False
CAM-SEY,905,CAM,SEY,False
DEN-MAG,905,DEN,MAG,False
LAT-PNG,905,LAT,PNG,False
PNG-LAT,905,PNG,LAT,False
SEY-CAM,905,SEY,CAM,False
POR-EGY,905,POR,EGY,False
MSI-IRE,905,MSI,IRE,False
LAO-DRC,905,LAO,DRC,False
DRC-LAO,905,DRC,LAO,False
LAT-QAT,905,LAT,QAT,False
BHU-STP,905,BHU,STP,False
AZE-SWZ,905,AZE,SWZ,False
EST-CAM,905,EST,CAM,False
MLD-RUS,905,MLD,RUS,False
CAM-EST,905,CAM,EST,False
ZAM-MNC,905,ZAM,MNC,False
SWZ-AZE,905,SWZ,AZE,False
DRC-MAW,904,DRC,MAW,False
SLU-EQG,904,SLU,EQG,False
MYA-SOM,904,MYA,SOM,False
EQG-SLU,904,EQG,SLU,False
SOM-MYA,904,SOM,MYA,False
MNC-TUN,904,MNC,TUN,False
NOR-CHN,904,NOR,CHN,False
MAG-SEY,904,MAG,SEY,False
LIT-AFG,904,LIT,AFG,False
YEM-BEL,904,YEM,BEL,False
SWZ-SLU,904,SWZ,SLU,False
EQG-INS,904,EQG,INS,False
SEY-MAG,904,SEY,MAG,False
MAW-DRC,904,MAW,DRC,False
AFG-LIT,904,AFG,LIT,False
DRV-GRC,904,DRV,GRC,False
TUN-MNC,904,TUN,MNC,False
CHN-NOR,904,CHN,NOR,False
INS-EQG,904,INS,EQG,False
URU-CAN,904,URU,CAN,False
ALG-GMY,904,ALG,GMY,False
KYR-EST,904,KYR,EST,False
SLU-SWZ,904,SLU,SWZ,False
EST-KYR,904,EST,KYR,False
GMY-ALG,904,GMY,ALG,False
BEL-YEM,904,BEL,YEM,False
BUI-AUS,904,BUI,AUS,False
GRC-DRV,904,GRC,DRV,False
AUS-BUI,904,AUS,BUI,False
GRC-SUD,904,GRC,SUD,False
CAN-URU,904,CAN,URU,False
SUD-STP,904,SUD,STP,False
SUD-GRC,904,SUD,GRC,False
STP-SUD,904,STP,SUD,False
OMA-LIT,903,OMA,LIT,False
ROM-MAG,903,ROM,MAG,False
LIT-OMA,903,LIT,OMA,False
ALB-PNG,903,ALB,PNG,False
LIT-SAU,903,LIT,SAU,False
YEM-BOS,903,YEM,BOS,False
LIT-LES,903,LIT,LES,False
COS-SOM,903,COS,SOM,False
KYR-LIT,903,KYR,LIT,False
SOM-COS,903,SOM,COS,False
SAU-LIT,903,SAU,LIT,False
LUX-MAG,903,LUX,MAG,False
BUL-MAG,903,BUL,MAG,False
DRC-LES,903,DRC,LES,False
MAG-ROM,903,MAG,ROM,False
LES-LIT,903,LES,LIT,False
SLO-VEN,903,SLO,VEN,False
LES-DRC,903,LES,DRC,False
PNG-ALB,903,PNG,ALB,False
BOS-YEM,903,BOS,YEM,False
LEB-LUX,903,LEB,LUX,False
LIT-KYR,903,LIT,KYR,False
VEN-SLO,903,VEN,SLO,False
LUX-LEB,903,LUX,LEB,False
MAG-LUX,903,MAG,LUX,False
MAG-BUL,903,MAG,BUL,False
DRC-PAN,902,DRC,PAN,False
CRO-MAA,902,CRO,MAA,False
MLI-SWZ,902,MLI,SWZ,False
TRI-AUL,902,TRI,AUL,False
DRC-DRV,902,DRC,DRV,False
DRV-DRC,902,DRV,DRC,False
SIN-EQG,902,SIN,EQG,False
PAN-DRC,902,PAN,DRC,False
KZK-TUV,902,KZK,TUV,False
MAA-CRO,902,MAA,CRO,False
MLT-SYR,902,MLT,SYR,False
IRN-SOM,902,IRN,SOM,False
SAU-BOS,902,SAU,BOS,False
TAJ-RWA,902,TAJ,RWA,False
BOS-SAU,902,BOS,SAU,False
TUV-KZK,902,TUV,KZK,False
TUV-TAZ,902,TUV,TAZ,False
SKN-TKM,902,SKN,TKM,False
KEN-TUV,902,KEN,TUV,False
TAZ-TUV,902,TAZ,TUV,False
RWA-TAJ,902,RWA,TAJ,False
ERI-TUV,902,ERI,TUV,False
TUV-ERI,902,TUV,ERI,False
SWZ-MLI,902,SWZ,MLI,False
TUV-KEN,902,TUV,KEN,False
AUL-TRI,902,AUL,TRI,False
EQG-SIN,902,EQG,SIN,False
SYR-MLT,902,SYR,MLT,False
TKM-SKN,902,TKM,SKN,False
SOM-IRN,902,SOM,IRN,False
SVG-POL,901,SVG,POL,False
STP-MAW,901,STP,MAW,False
NAM-ALB,901,NAM,ALB,False
ALB-NAM,901,ALB,NAM,False
NIC-ALB,901,NIC,ALB,False
LEB-BUL,901,LEB,BUL,False
POL-SAU,901,POL,SAU,False
CZR-BEN,901,CZR,BEN,False
SAU-POL,901,SAU,POL,False
MAW-STP,901,MAW,STP,False
CZR-GRN,901,CZR,GRN,False
BEL-LES,901,BEL,LES,False
CEN-ARM,901,CEN,ARM,False
ARM-CEN,901,ARM,CEN,False
SOM-AZE,901,SOM,AZE,False
ALB-NIC,901,ALB,NIC,False
GRN-CZR,901,GRN,CZR,False
ALG-SLO,901,ALG,SLO,False
LES-BEL,901,LES,BEL,False
BUL-LEB,901,BUL,LEB,False
BEN-CZR,901,BEN,CZR,False
POL-SVG,901,POL,SVG,False
AZE-SOM,901,AZE,SOM,False
SLO-ALG,901,SLO,ALG,False
NTH-LES,900,NTH,LES,False
BOS-PNG,900,BOS,PNG,False
SPN-EGY,900,SPN,EGY,False
SUR-HUN,900,SUR,HUN,False
PNG-BOS,900,PNG,BOS,False
KEN-EQG,900,KEN,EQG,False
TUV-MAW,900,TUV,MAW,False
HUN-SUR,900,HUN,SUR,False
AFG-BEL,900,AFG,BEL,False
LES-NTH,900,LES,NTH,False
BEL-AFG,900,BEL,AFG,False
CZR-KEN,900,CZR,KEN,False
KEN-CZR,900,KEN,CZR,False
EQG-KEN,900,EQG,KEN,False
EGY-SPN,900,EGY,SPN,False
MAW-TUV,900,MAW,TUV,False
MEX-SOM,899,MEX,SOM,False
STP-GRN,899,STP,GRN,False
SOM-MEX,899,SOM,MEX,False
GMY-SVG,899,GMY,SVG,False
OMA-POL,899,OMA,POL,False
KYR-GMY,899,KYR,GMY,False
ALB-KEN,899,ALB,KEN,False
AAB-MNC,899,AAB,MNC,False
TON-BHU,899,TON,BHU,False
BHU-TON,899,BHU,TON,False
KEN-ALB,899,KEN,ALB,False
MAS-TUV,899,MAS,TUV,False
DJI-EQG,899,DJI,EQG,False
AFG-SEY,899,AFG,SEY,False
MNC-AAB,899,MNC,AAB,False
EQG-DJI,899,EQG,DJI,False
GRN-STP,899,GRN,STP,False
TUV-MAS,899,TUV,MAS,False
SVG-GMY,899,SVG,GMY,False
GMY-KYR,899,GMY,KYR,False
POL-OMA,899,POL,OMA,False
SEY-AFG,899,SEY,AFG,False
DRC-LEB,898,DRC,LEB,False
DEN-LEB,898,DEN,LEB,False
EGY-DRC,898,EGY,DRC,False
PER-EQG,898,PER,EQG,False
TON-DRV,898,TON,DRV,False
BUL-SIE,898,BUL,SIE,False
MNC-SOL,898,MNC,SOL,False
DRV-TON,898,DRV,TON,False
EQG-PER,898,EQG,PER,False
SIE-BUL,898,SIE,BUL,False
LEB-DRC,898,LEB,DRC,False
LEB-DEN,898,LEB,DEN,False
SOL-MNC,898,SOL,MNC,False
DRC-EGY,898,DRC,EGY,False
COL-EQG,897,COL,EQG,False
CZR-UAE,897,CZR,UAE,False
ERI-NTH,897,ERI,NTH,False
CZR-GUI,897,CZR,GUI,False
DJI-MNC,897,DJI,MNC,False
BOS-ERI,897,BOS,ERI,False
DMA-IRQ,897,DMA,IRQ,False
SAU-BEL,897,SAU,BEL,False
DMA-LBR,897,DMA,LBR,False
TUV-AFG,897,TUV,AFG,False
ERI-BOS,897,ERI,BOS,False
GUI-CZR,897,GUI,CZR,False
PAK-AUS,897,PAK,AUS,False
NTH-ERI,897,NTH,ERI,False
MNC-MAL,897,MNC,MAL,False
LBR-DMA,897,LBR,DMA,False
IRQ-DMA,897,IRQ,DMA,False
BEL-SAU,897,BEL,SAU,False
AFG-TUV,897,AFG,TUV,False
EQG-COL,897,EQG,COL,False
MNC-DJI,897,MNC,DJI,False
MAL-MNC,897,MAL,MNC,False
AUS-PAK,897,AUS,PAK,False
UAE-CZR,897,UAE,CZR,False
ALB-CDI,896,ALB,CDI,False
SUR-TON,896,SUR,TON,False
EST-YEM,896,EST,YEM,False
EQG-BAR,896,EQG,BAR,False
CDI-ALB,896,CDI,ALB,False
EQG-SAL,896,EQG,SAL,False
SVG-ALB,896,SVG,ALB,False
DRC-MAS,896,DRC,MAS,False
SLV-TAJ,896,SLV,TAJ,False
ALB-SVG,896,ALB,SVG,False
MAS-DRC,896,MAS,DRC,False
YEM-EST,896,YEM,EST,False
TON-SUR,896,TON,SUR,False
BAR-EQG,896,BAR,EQG,False
TAJ-SLV,896,TAJ,SLV,False
SAL-EQG,896,SAL,EQG,False
MAG-CRO,895,MAG,CRO,False
CZR-PNG,895,CZR,PNG,False
OMA-BEL,895,OMA,BEL,False
EQG-TUN,895,EQG,TUN,False
EGY-NOR,895,EGY,NOR,False
BUI-LIE,895,BUI,LIE,False
PNG-CZR,895,PNG,CZR,False
TUN-EQG,895,TUN,EQG,False
NOR-EGY,895,NOR,EGY,False
LIE-CAO,895,LIE,CAO,False
NTH-CAM,895,NTH,CAM,False
CON-BOS,895,CON,BOS,False
LIE-PAK,895,LIE,PAK,False
POL-KYR,895,POL,KYR,False
PAK-LIE,895,PAK,LIE,False
STP-ARG,895,STP,ARG,False
CAO-LIE,895,CAO,LIE,False
BEL-OMA,895,BEL,OMA,False
CRO-MAG,895,CRO,MAG,False
LIE-BUI,895,LIE,BUI,False
CAM-NTH,895,CAM,NTH,False
ARG-STP,895,ARG,STP,False
KYR-POL,895,KYR,POL,False
BOS-CON,895,BOS,CON,False
EQG-TRI,894,EQG,TRI,False
EQG-URU,894,EQG,URU,False
MSI-SWD,894,MSI,SWD,False
CAM-STP,894,CAM,STP,False
STP-CAM,894,STP,CAM,False
BOS-OMA,894,BOS,OMA,False
SWD-MSI,894,SWD,MSI,False
SVG-SEY,894,SVG,SEY,False
SEY-SVG,894,SEY,SVG,False
TRI-EQG,894,TRI,EQG,False
URU-EQG,894,URU,EQG,False
OMA-BOS,894,OMA,BOS,False
MLT-IRQ,893,MLT,IRQ,False
SWD-MYA,893,SWD,MYA,False
GRG-MAA,893,GRG,MAA,False
HUN-NIC,893,HUN,NIC,False
LAT-CDI,893,LAT,CDI,False
NIC-HUN,893,NIC,HUN,False
JPN-ETM,893,JPN,ETM,False
CDI-LAT,893,CDI,LAT,False
SIE-ROM,893,SIE,ROM,False
MYA-SWD,893,MYA,SWD,False
ETM-SWD,893,ETM,SWD,False
ETM-JPN,893,ETM,JPN,False
MAA-GRG,893,MAA,GRG,False
TUV-FIJ,893,TUV,FIJ,False
UZB-LBR,893,UZB,LBR,False
YEM-LIT,893,YEM,LIT,False
SWD-ETM,893,SWD,ETM,False
LIT-YEM,893,LIT,YEM,False
ALB-INS,893,ALB,INS,False
IRQ-MLT,893,IRQ,MLT,False
