countryPair,scoreSum,Country1,Country2,same
MLI-GUI,2123,MLI,GUI,False
TAZ-GHA,2123,TAZ,GHA,False
BRU-CAP,2123,BRU,CAP,False
KUW-BAR,2123,KUW,BAR,False
LEB-DRV,2123,LEB,DRV,False
MAA-MAL,2123,MAA,MAL,False
SLU-COS,2123,SLU,COS,False
COS-SLU,2123,COS,SLU,False
MON-PAN,2123,MON,PAN,False
BOL-QAT,2123,BOL,QAT,False
QAT-BOL,2123,QAT,BOL,False
ECU-ETH,2123,ECU,ETH,False
GUI-MLI,2123,GUI,MLI,False
CAP-BNG,2123,CAP,BNG,False
PAN-MON,2123,PAN,MON,False
COS-BOL,2123,COS,BOL,False
MEX-CAP,2123,MEX,CAP,False
ETH-ECU,2123,ETH,ECU,False
MAL-MAA,2123,MAL,MAA,False
CAP-BRU,2123,CAP,BRU,False
CAP-MEX,2123,CAP,MEX,False
DRV-LEB,2123,DRV,LEB,False
BAR-KUW,2123,BAR,KUW,False
BOL-COS,2123,BOL,COS,False
GHA-TAZ,2123,GHA,TAZ,False
BNG-CAP,2123,BNG,CAP,False
PAN-SEN,2122,PAN,SEN,False
COS-DJI,2122,COS,DJI,False
MON-MLI,2122,MON,MLI,False
QAT-BHM,2122,QAT,BHM,False
DJI-COS,2122,DJI,COS,False
MLI-MON,2122,MLI,MON,False
GMY-BEL,2122,GMY,BEL,False
ECU-SAU,2122,ECU,SAU,False
NAM-PER,2122,NAM,PER,False
BEL-GMY,2122,BEL,GMY,False
SEN-PAN,2122,SEN,PAN,False
SAU-ECU,2122,SAU,ECU,False
BHM-QAT,2122,BHM,QAT,False
PER-NAM,2122,PER,NAM,False
SIN-GUI,2121,SIN,GUI,False
BLZ-COS,2121,BLZ,COS,False
GUI-SIN,2121,GUI,SIN,False
COS-BLZ,2121,COS,BLZ,False
MAL-SUR,2121,MAL,SUR,False
BAR-BFO,2121,BAR,BFO,False
MLI-LEB,2121,MLI,LEB,False
SAL-PAN,2121,SAL,PAN,False
ECU-GHA,2121,ECU,GHA,False
LAO-NEP,2121,LAO,NEP,False
INS-CHN,2121,INS,CHN,False
NEP-LAO,2121,NEP,LAO,False
PAN-SAL,2121,PAN,SAL,False
SUR-MAL,2121,SUR,MAL,False
ETH-JOR,2121,ETH,JOR,False
JOR-ETH,2121,JOR,ETH,False
LEB-MLI,2121,LEB,MLI,False
BFO-BAR,2121,BFO,BAR,False
ICE-LUX,2121,ICE,LUX,False
GHA-ECU,2121,GHA,ECU,False
CHN-INS,2121,CHN,INS,False
LUX-ICE,2121,LUX,ICE,False
NIC-GUY,2120,NIC,GUY,False
MON-BLZ,2120,MON,BLZ,False
POL-DEN,2120,POL,DEN,False
GUY-NIC,2120,GUY,NIC,False
NAM-QAT,2120,NAM,QAT,False
TAZ-BOL,2120,TAZ,BOL,False
VEN-DRV,2120,VEN,DRV,False
QAT-NAM,2120,QAT,NAM,False
KUW-MAS,2120,KUW,MAS,False
DRV-VEN,2120,DRV,VEN,False
TAZ-BRA,2120,TAZ,BRA,False
BRA-TAZ,2120,BRA,TAZ,False
BOL-TAZ,2120,BOL,TAZ,False
MAS-KUW,2120,MAS,KUW,False
BLZ-MON,2120,BLZ,MON,False
DEN-POL,2120,DEN,POL,False
URU-MZM,2120,URU,MZM,False
MZM-URU,2120,MZM,URU,False
BLZ-NIG,2119,BLZ,NIG,False
VEN-TAZ,2119,VEN,TAZ,False
TAZ-VEN,2119,TAZ,VEN,False
MAA-BNG,2119,MAA,BNG,False
BNG-MAA,2119,BNG,MAA,False
MON-PAR,2119,MON,PAR,False
PAR-MON,2119,PAR,MON,False
SWD-AUS,2119,SWD,AUS,False
AUS-SWD,2119,AUS,SWD,False
SRI-PAR,2119,SRI,PAR,False
PAR-SRI,2119,PAR,SRI,False
ZAM-ETH,2119,ZAM,ETH,False
MZM-BHM,2119,MZM,BHM,False
BHM-MZM,2119,BHM,MZM,False
ETH-ZAM,2119,ETH,ZAM,False
NIG-BLZ,2119,NIG,BLZ,False
BHM-MAS,2118,BHM,MAS,False
VEN-LAO,2118,VEN,LAO,False
ALG-PER,2118,ALG,PER,False
BOT-TAZ,2118,BOT,TAZ,False
ITA-DEN,2118,ITA,DEN,False
TOG-SLU,2118,TOG,SLU,False
SLU-TOG,2118,SLU,TOG,False
SLU-YEM,2118,SLU,YEM,False
SAL-MON,2118,SAL,MON,False
PAR-TRI,2118,PAR,TRI,False
ECU-YEM,2118,ECU,YEM,False
SWD-IRE,2118,SWD,IRE,False
TAZ-BOT,2118,TAZ,BOT,False
MON-SAL,2118,MON,SAL,False
TAZ-MZM,2118,TAZ,MZM,False
TRI-PAR,2118,TRI,PAR,False
PER-ALG,2118,PER,ALG,False
DEN-ITA,2118,DEN,ITA,False
MON-BAR,2118,MON,BAR,False
NAM-MOR,2118,NAM,MOR,False
BAR-MON,2118,BAR,MON,False
IRN-OMA,2118,IRN,OMA,False
MOR-NAM,2118,MOR,NAM,False
BAH-ETH,2118,BAH,ETH,False
SLU-BRA,2118,SLU,BRA,False
IRE-SWD,2118,IRE,SWD,False
MZM-TAZ,2118,MZM,TAZ,False
YEM-ECU,2118,YEM,ECU,False
YEM-SLU,2118,YEM,SLU,False
ETH-BAH,2118,ETH,BAH,False
OMA-IRN,2118,OMA,IRN,False
LAO-VEN,2118,LAO,VEN,False
BRA-SLU,2118,BRA,SLU,False
MAS-BHM,2118,MAS,BHM,False
MLT-IRE,2117,MLT,IRE,False
MOR-URU,2117,MOR,URU,False
MON-BFO,2117,MON,BFO,False
SIN-AAB,2117,SIN,AAB,False
UAE-BOL,2117,UAE,BOL,False
ECU-KEN,2117,ECU,KEN,False
BOL-UAE,2117,BOL,UAE,False
CHN-BNG,2117,CHN,BNG,False
BFO-MON,2117,BFO,MON,False
UAE-MAS,2117,UAE,MAS,False
URU-MOR,2117,URU,MOR,False
AAB-SIN,2117,AAB,SIN,False
BNG-CHN,2117,BNG,CHN,False
IRE-MLT,2117,IRE,MLT,False
KEN-ECU,2117,KEN,ECU,False
MAS-UAE,2117,MAS,UAE,False
MZM-BOT,2116,MZM,BOT,False
SAU-SLU,2116,SAU,SLU,False
MON-DJI,2116,MON,DJI,False
MZM-TOG,2116,MZM,TOG,False
TOG-MZM,2116,TOG,MZM,False
LAO-LIB,2116,LAO,LIB,False
POR-ICE,2116,POR,ICE,False
DJI-MON,2116,DJI,MON,False
QAT-BRA,2116,QAT,BRA,False
BRA-QAT,2116,BRA,QAT,False
BLZ-INS,2116,BLZ,INS,False
LIE-AUS,2116,LIE,AUS,False
KUW-BLZ,2116,KUW,BLZ,False
AUS-LIE,2116,AUS,LIE,False
SLU-SAU,2116,SLU,SAU,False
PAN-BFO,2116,PAN,BFO,False
BLZ-KUW,2116,BLZ,KUW,False
AAB-SEN,2116,AAB,SEN,False
INS-BLZ,2116,INS,BLZ,False
ICE-POR,2116,ICE,POR,False
LIB-LAO,2116,LIB,LAO,False
SEN-AAB,2116,SEN,AAB,False
BOT-COS,2116,BOT,COS,False
COS-BOT,2116,COS,BOT,False
BFO-PAN,2116,BFO,PAN,False
BOT-MZM,2116,BOT,MZM,False
BRA-MZM,2115,BRA,MZM,False
NAM-BAH,2115,NAM,BAH,False
LAO-KUW,2115,LAO,KUW,False
BAH-NAM,2115,BAH,NAM,False
GHA-QAT,2115,GHA,QAT,False
QAT-GHA,2115,QAT,GHA,False
MZM-BRA,2115,MZM,BRA,False
KUW-LAO,2115,KUW,LAO,False
LEB-ECU,2115,LEB,ECU,False
GMY-ITA,2115,GMY,ITA,False
BLZ-BRA,2115,BLZ,BRA,False
ITA-NTH,2115,ITA,NTH,False
BRU-MAA,2115,BRU,MAA,False
ITA-GMY,2115,ITA,GMY,False
MAA-BRU,2115,MAA,BRU,False
BRA-BLZ,2115,BRA,BLZ,False
NTH-ITA,2115,NTH,ITA,False
ECU-LEB,2115,ECU,LEB,False
LAO-JOR,2114,LAO,JOR,False
BLZ-BAH,2114,BLZ,BAH,False
MAD-AFG,2114,MAD,AFG,False
BAH-BLZ,2114,BAH,BLZ,False
HAI-HAI,2114,HAI,HAI,True
KEN-TUN,2114,KEN,TUN,False
CUB-QAT,2114,CUB,QAT,False
JOR-LAO,2114,JOR,LAO,False
AFG-MAD,2114,AFG,MAD,False
TUN-KEN,2114,TUN,KEN,False
SLU-ETH,2114,SLU,ETH,False
TOG-TRI,2114,TOG,TRI,False
TAZ-URU,2114,TAZ,URU,False
ETH-SLU,2114,ETH,SLU,False
TRI-TOG,2114,TRI,TOG,False
URU-TAZ,2114,URU,TAZ,False
QAT-CUB,2114,QAT,CUB,False
BOL-BAH,2113,BOL,BAH,False
BAH-BOL,2113,BAH,BOL,False
ZIM-VEN,2113,ZIM,VEN,False
SUD-BFO,2113,SUD,BFO,False
NOR-DEN,2113,NOR,DEN,False
EGY-MLI,2113,EGY,MLI,False
MLI-EGY,2113,MLI,EGY,False
BAH-MAS,2113,BAH,MAS,False
DEN-NOR,2113,DEN,NOR,False
MLI-ETH,2113,MLI,ETH,False
AAB-TRI,2113,AAB,TRI,False
TRI-AAB,2113,TRI,AAB,False
MAS-BAH,2113,MAS,BAH,False
ETH-KUW,2113,ETH,KUW,False
KEN-ZAM,2113,KEN,ZAM,False
KUW-ETH,2113,KUW,ETH,False
ZAM-KEN,2113,ZAM,KEN,False
VEN-ZIM,2113,VEN,ZIM,False
ETH-MLI,2113,ETH,MLI,False
BFO-SUD,2113,BFO,SUD,False
AAB-BRU,2112,AAB,BRU,False
CAP-SIN,2112,CAP,SIN,False
SPN-DEN,2112,SPN,DEN,False
MAL-AFG,2112,MAL,AFG,False
SIN-CAP,2112,SIN,CAP,False
NIC-THI,2112,NIC,THI,False
BRU-NIC,2112,BRU,NIC,False
OMA-NAM,2112,OMA,NAM,False
AFG-MAL,2112,AFG,MAL,False
NIC-BRU,2112,NIC,BRU,False
GUA-NEP,2112,GUA,NEP,False
TAZ-KEN,2112,TAZ,KEN,False
NIG-EGY,2112,NIG,EGY,False
EGY-NIG,2112,EGY,NIG,False
KEN-TAZ,2112,KEN,TAZ,False
THI-NIC,2112,THI,NIC,False
NAM-OMA,2112,NAM,OMA,False
BRU-AAB,2112,BRU,AAB,False
NEP-GUA,2112,NEP,GUA,False
DEN-SPN,2112,DEN,SPN,False
CUB-TUN,2111,CUB,TUN,False
AAB-PHI,2111,AAB,PHI,False
PHI-AAB,2111,PHI,AAB,False
MAL-AAB,2111,MAL,AAB,False
TUN-CUB,2111,TUN,CUB,False
ECU-EGY,2111,ECU,EGY,False
ETH-OMA,2111,ETH,OMA,False
EGY-ECU,2111,EGY,ECU,False
OMA-ETH,2111,OMA,ETH,False
AAB-MAL,2111,AAB,MAL,False
BHM-MOR,2110,BHM,MOR,False
BAR-PAR,2110,BAR,PAR,False
MOR-MAS,2110,MOR,MAS,False
COS-MZM,2110,COS,MZM,False
MZM-COS,2110,MZM,COS,False
PAR-BAR,2110,PAR,BAR,False
MOR-BHM,2110,MOR,BHM,False
MAS-MOR,2110,MAS,MOR,False
KEN-MLI,2110,KEN,MLI,False
COS-ZAM,2110,COS,ZAM,False
ZAM-COS,2110,ZAM,COS,False
URU-VEN,2110,URU,VEN,False
VEN-URU,2110,VEN,URU,False
MLI-KEN,2110,MLI,KEN,False
SAF-BRU,2109,SAF,BRU,False
LIB-TAZ,2109,LIB,TAZ,False
BRU-SAF,2109,BRU,SAF,False
YEM-MZM,2109,YEM,MZM,False
CHN-MAL,2109,CHN,MAL,False
NIC-NEP,2109,NIC,NEP,False
MAL-CHN,2109,MAL,CHN,False
PAR-BNG,2109,PAR,BNG,False
TAZ-LIB,2109,TAZ,LIB,False
SUR-SIN,2109,SUR,SIN,False
ALG-IRN,2109,ALG,IRN,False
HON-URU,2109,HON,URU,False
IRN-ALG,2109,IRN,ALG,False
NEP-NIC,2109,NEP,NIC,False
AAB-BAR,2109,AAB,BAR,False
BFO-SAU,2109,BFO,SAU,False
BAR-AAB,2109,BAR,AAB,False
SIN-SUR,2109,SIN,SUR,False
MAS-BFO,2109,MAS,BFO,False
BNG-PAR,2109,BNG,PAR,False
BFO-MAS,2109,BFO,MAS,False
URU-HON,2109,URU,HON,False
MZM-YEM,2109,MZM,YEM,False
SAU-BFO,2109,SAU,BFO,False
MLI-BLZ,2108,MLI,BLZ,False
ALG-ETH,2108,ALG,ETH,False
MAA-JOR,2108,MAA,JOR,False
ITA-BEL,2108,ITA,BEL,False
UAE-ETH,2108,UAE,ETH,False
JOR-MAA,2108,JOR,MAA,False
BLZ-MLI,2108,BLZ,MLI,False
BEL-ITA,2108,BEL,ITA,False
MLT-AUS,2108,MLT,AUS,False
BAH-GHA,2108,BAH,GHA,False
GHA-BAH,2108,GHA,BAH,False
BRU-IRN,2108,BRU,IRN,False
IRN-BRU,2108,IRN,BRU,False
AUS-MLT,2108,AUS,MLT,False
DRV-NIG,2108,DRV,NIG,False
SLV-SLV,2108,SLV,SLV,True
ETH-ALG,2108,ETH,ALG,False
ETH-UAE,2108,ETH,UAE,False
NIG-DRV,2108,NIG,DRV,False
BLZ-BFO,2107,BLZ,BFO,False
SUR-ECU,2107,SUR,ECU,False
VEN-LIB,2107,VEN,LIB,False
BOT-ETH,2107,BOT,ETH,False
ETH-BHM,2107,ETH,BHM,False
URU-KUW,2107,URU,KUW,False
ZAM-LIB,2107,ZAM,LIB,False
LIB-ZAM,2107,LIB,ZAM,False
BFO-BLZ,2107,BFO,BLZ,False
KEN-DJI,2107,KEN,DJI,False
KUW-URU,2107,KUW,URU,False
ECU-SUR,2107,ECU,SUR,False
BHM-ETH,2107,BHM,ETH,False
NEW-IRE,2107,NEW,IRE,False
DJI-KEN,2107,DJI,KEN,False
LIB-VEN,2107,LIB,VEN,False
IRE-NEW,2107,IRE,NEW,False
ETH-BOT,2107,ETH,BOT,False
PAN-HON,2106,PAN,HON,False
URU-CAP,2106,URU,CAP,False
CHL-OMA,2106,CHL,OMA,False
NIC-BNG,2106,NIC,BNG,False
GUI-DJI,2106,GUI,DJI,False
BHM-GUA,2106,BHM,GUA,False
UAE-GHA,2106,UAE,GHA,False
PER-ETH,2106,PER,ETH,False
BLZ-QAT,2106,BLZ,QAT,False
PAR-HON,2106,PAR,HON,False
HON-PAN,2106,HON,PAN,False
CAP-URU,2106,CAP,URU,False
SLU-LIB,2106,SLU,LIB,False
GUA-BHM,2106,GUA,BHM,False
DJI-GUI,2106,DJI,GUI,False
LIB-SLU,2106,LIB,SLU,False
WSM-WSM,2106,WSM,WSM,True
QAT-BLZ,2106,QAT,BLZ,False
GHA-UAE,2106,GHA,UAE,False
HON-PAR,2106,HON,PAR,False
BNG-NIC,2106,BNG,NIC,False
ETH-PER,2106,ETH,PER,False
OMA-CHL,2106,OMA,CHL,False
YEM-ZAM,2105,YEM,ZAM,False
IRN-SYR,2105,IRN,SYR,False
INS-AFG,2105,INS,AFG,False
BFO-CAP,2105,BFO,CAP,False
URU-UAE,2105,URU,UAE,False
NIG-LEB,2105,NIG,LEB,False
ICE-NTH,2105,ICE,NTH,False
POL-LUX,2105,POL,LUX,False
ETH-COL,2105,ETH,COL,False
LEB-NIG,2105,LEB,NIG,False
GUA-SAL,2105,GUA,SAL,False
SAL-GUA,2105,SAL,GUA,False
ZAM-YEM,2105,ZAM,YEM,False
NEW-SWD,2105,NEW,SWD,False
COL-ETH,2105,COL,ETH,False
COS-ARG,2105,COS,ARG,False
LUX-POL,2105,LUX,POL,False
BAR-SAL,2105,BAR,SAL,False
GUI-NEP,2105,GUI,NEP,False
UAE-URU,2105,UAE,URU,False
SYR-IRN,2105,SYR,IRN,False
SWD-NEW,2105,SWD,NEW,False
GHA-URU,2105,GHA,URU,False
SLU-AAB,2105,SLU,AAB,False
URU-GHA,2105,URU,GHA,False
ARG-COS,2105,ARG,COS,False
NEP-GUI,2105,NEP,GUI,False
AFG-INS,2105,AFG,INS,False
AAB-SLU,2105,AAB,SLU,False
CAP-BFO,2105,CAP,BFO,False
SAL-BAR,2105,SAL,BAR,False
NTH-ICE,2105,NTH,ICE,False
GHA-TRI,2104,GHA,TRI,False
BFO-KEN,2104,BFO,KEN,False
SEN-NIC,2104,SEN,NIC,False
MLI-SAL,2104,MLI,SAL,False
SAL-MLI,2104,SAL,MLI,False
GMY-POR,2104,GMY,POR,False
LEB-VEN,2104,LEB,VEN,False
URU-BAH,2104,URU,BAH,False
SLU-BOL,2104,SLU,BOL,False
MOR-BOL,2104,MOR,BOL,False
BAH-URU,2104,BAH,URU,False
NEP-SUR,2104,NEP,SUR,False
BOL-SLU,2104,BOL,SLU,False
KEN-BFO,2104,KEN,BFO,False
GHA-BRA,2104,GHA,BRA,False
POR-GMY,2104,POR,GMY,False
VEN-LEB,2104,VEN,LEB,False
SRI-SAF,2104,SRI,SAF,False
CUB-PHI,2104,CUB,PHI,False
SUR-NEP,2104,SUR,NEP,False
BOT-MON,2104,BOT,MON,False
SAF-SRI,2104,SAF,SRI,False
NIC-SEN,2104,NIC,SEN,False
TRI-GHA,2104,TRI,GHA,False
MON-BOT,2104,MON,BOT,False
BRA-GHA,2104,BRA,GHA,False
PHI-CUB,2104,PHI,CUB,False
BOL-MOR,2104,BOL,MOR,False
BAR-MOR,2103,BAR,MOR,False
YEM-VEN,2103,YEM,VEN,False
POL-NTH,2103,POL,NTH,False
IRN-MAL,2103,IRN,MAL,False
LIB-TOG,2103,LIB,TOG,False
GHA-BHM,2103,GHA,BHM,False
MAS-QAT,2103,MAS,QAT,False
SAF-BNG,2103,SAF,BNG,False
BHM-GHA,2103,BHM,GHA,False
VEN-YEM,2103,VEN,YEM,False
BNG-SAF,2103,BNG,SAF,False
GRN-GRN,2103,GRN,GRN,True
MAL-IRN,2103,MAL,IRN,False
BAH-MAA,2103,BAH,MAA,False
MAA-BAH,2103,MAA,BAH,False
LAO-JAM,2103,LAO,JAM,False
MAA-DJI,2103,MAA,DJI,False
QAT-MAS,2103,QAT,MAS,False
LIB-IRN,2103,LIB,IRN,False
MOR-BAR,2103,MOR,BAR,False
CAP-MLI,2103,CAP,MLI,False
JAM-LAO,2103,JAM,LAO,False
IRN-LIB,2103,IRN,LIB,False
TOG-LIB,2103,TOG,LIB,False
MAA-INS,2103,MAA,INS,False
NTH-POL,2103,NTH,POL,False
INS-MAA,2103,INS,MAA,False
DJI-MAA,2103,DJI,MAA,False
MLI-CAP,2103,MLI,CAP,False
ETH-BOL,2102,ETH,BOL,False
PAN-SRI,2102,PAN,SRI,False
SRI-PAN,2102,SRI,PAN,False
BOT-TOG,2102,BOT,TOG,False
POL-GMY,2102,POL,GMY,False
CAP-SLU,2102,CAP,SLU,False
EST-EST,2102,EST,EST,True
BOL-ETH,2102,BOL,ETH,False
TOG-BOT,2102,TOG,BOT,False
LAO-DJI,2102,LAO,DJI,False
NOR-POR,2102,NOR,POR,False
POR-NOR,2102,POR,NOR,False
TRI-PAN,2102,TRI,PAN,False
MZM-BAR,2102,MZM,BAR,False
GHA-SLU,2102,GHA,SLU,False
DJI-LAO,2102,DJI,LAO,False
PAN-TRI,2102,PAN,TRI,False
MAD-MAA,2102,MAD,MAA,False
GMY-POL,2102,GMY,POL,False
ZAM-MAS,2102,ZAM,MAS,False
GHA-MOR,2102,GHA,MOR,False
SLU-CAP,2102,SLU,CAP,False
MOR-GHA,2102,MOR,GHA,False
ISR-ISR,2102,ISR,ISR,True
BAR-MZM,2102,BAR,MZM,False
MAS-ZAM,2102,MAS,ZAM,False
MAA-MAD,2102,MAA,MAD,False
SLU-GHA,2102,SLU,GHA,False
SAF-MAL,2101,SAF,MAL,False
POR-BEL,2101,POR,BEL,False
BLZ-AAB,2101,BLZ,AAB,False
LUX-SPN,2101,LUX,SPN,False
VEN-MAS,2101,VEN,MAS,False
MZM-MON,2101,MZM,MON,False
MAS-VEN,2101,MAS,VEN,False
MEX-OMA,2101,MEX,OMA,False
SPN-LUX,2101,SPN,LUX,False
ARG-BRA,2101,ARG,BRA,False
OMA-MEX,2101,OMA,MEX,False
AAB-BLZ,2101,AAB,BLZ,False
BEL-POR,2101,BEL,POR,False
MAL-SAF,2101,MAL,SAF,False
MON-MZM,2101,MON,MZM,False
BRA-ARG,2101,BRA,ARG,False
SAL-BLZ,2100,SAL,BLZ,False
TOG-URU,2100,TOG,URU,False
VEN-MON,2100,VEN,MON,False
GUA-MON,2100,GUA,MON,False
SOL-SOL,2100,SOL,SOL,True
SAF-PHI,2100,SAF,PHI,False
BLZ-SAL,2100,BLZ,SAL,False
URU-TOG,2100,URU,TOG,False
MON-VEN,2100,MON,VEN,False
JPN-JPN,2100,JPN,JPN,True
SLU-MAS,2100,SLU,MAS,False
PAR-BFO,2100,PAR,BFO,False
CUB-LAO,2100,CUB,LAO,False
MON-GUA,2100,MON,GUA,False
SAL-SIN,2100,SAL,SIN,False
SIN-SAL,2100,SIN,SAL,False
LAO-CUB,2100,LAO,CUB,False
BFO-PAR,2100,BFO,PAR,False
MAS-SLU,2100,MAS,SLU,False
JAM-DRV,2100,JAM,DRV,False
DRV-JAM,2100,DRV,JAM,False
PHI-SAF,2100,PHI,SAF,False
BRU-PAR,2099,BRU,PAR,False
BRU-ZIM,2099,BRU,ZIM,False
SAF-THI,2099,SAF,THI,False
IRN-QAT,2099,IRN,QAT,False
PAR-BRU,2099,PAR,BRU,False
GHA-BOT,2099,GHA,BOT,False
LUX-NOR,2099,LUX,NOR,False
BFO-SAL,2099,BFO,SAL,False
NOR-LUX,2099,NOR,LUX,False
AAB-SRI,2099,AAB,SRI,False
QAT-IRN,2099,QAT,IRN,False
BOT-GHA,2099,BOT,GHA,False
SAL-BNG,2099,SAL,BNG,False
ZIM-BRU,2099,ZIM,BRU,False
SAU-TRI,2099,SAU,TRI,False
SAL-BFO,2099,SAL,BFO,False
TRI-SAU,2099,TRI,SAU,False
ICE-FIN,2099,ICE,FIN,False
TOG-TAZ,2099,TOG,TAZ,False
FIN-ICE,2099,FIN,ICE,False
BNG-SAL,2099,BNG,SAL,False
SRI-AAB,2099,SRI,AAB,False
TAZ-TOG,2099,TAZ,TOG,False
THI-SAF,2099,THI,SAF,False
TUN-PAR,2098,TUN,PAR,False
ETH-MOR,2098,ETH,MOR,False
ITA-POL,2098,ITA,POL,False
NAM-KUW,2098,NAM,KUW,False
KUW-MON,2098,KUW,MON,False
CAP-DJI,2098,CAP,DJI,False
DJI-CAP,2098,DJI,CAP,False
MON-KUW,2098,MON,KUW,False
TRI-YEM,2098,TRI,YEM,False
MON-MAS,2098,MON,MAS,False
MAS-MON,2098,MAS,MON,False
YEM-TRI,2098,YEM,TRI,False
PAR-TUN,2098,PAR,TUN,False
MOR-ETH,2098,MOR,ETH,False
ITA-SPN,2098,ITA,SPN,False
SPN-ITA,2098,SPN,ITA,False
KUW-NAM,2098,KUW,NAM,False
POL-ITA,2098,POL,ITA,False
AAB-BHM,2097,AAB,BHM,False
NTH-POR,2097,NTH,POR,False
OMA-BOT,2097,OMA,BOT,False
MAS-MZM,2097,MAS,MZM,False
BOL-BAR,2097,BOL,BAR,False
BOT-MAS,2097,BOT,MAS,False
POR-NTH,2097,POR,NTH,False
ALG-NIC,2097,ALG,NIC,False
MZM-MAS,2097,MZM,MAS,False
MON-BAH,2097,MON,BAH,False
SLU-NAM,2097,SLU,NAM,False
MAS-BOT,2097,MAS,BOT,False
BAR-TAZ,2097,BAR,TAZ,False
ICE-ITA,2097,ICE,ITA,False
MON-UAE,2097,MON,UAE,False
TAZ-SUD,2097,TAZ,SUD,False
UAE-MON,2097,UAE,MON,False
MZM-ETH,2097,MZM,ETH,False
NAM-SLU,2097,NAM,SLU,False
BAR-BOL,2097,BAR,BOL,False
ETH-MZM,2097,ETH,MZM,False
TAZ-BAR,2097,TAZ,BAR,False
BOT-OMA,2097,BOT,OMA,False
BHM-AAB,2097,BHM,AAB,False
ITA-ICE,2097,ITA,ICE,False
NIC-ALG,2097,NIC,ALG,False
BAH-MON,2097,BAH,MON,False
SUD-TAZ,2097,SUD,TAZ,False
GHA-OMA,2096,GHA,OMA,False
ALG-MON,2096,ALG,MON,False
TAZ-YEM,2096,TAZ,YEM,False
OMA-GHA,2096,OMA,GHA,False
CHL-ETH,2096,CHL,ETH,False
MAA-UAE,2096,MAA,UAE,False
BOT-YEM,2096,BOT,YEM,False
BOT-ALG,2096,BOT,ALG,False
IRN-CUB,2096,IRN,CUB,False
YEM-TAZ,2096,YEM,TAZ,False
YEM-BOT,2096,YEM,BOT,False
ETH-CHL,2096,ETH,CHL,False
JOR-CAP,2096,JOR,CAP,False
LAO-YEM,2096,LAO,YEM,False
BLZ-BOL,2096,BLZ,BOL,False
BOL-BLZ,2096,BOL,BLZ,False
CAP-JOR,2096,CAP,JOR,False
ALG-BOT,2096,ALG,BOT,False
MON-ALG,2096,MON,ALG,False
UAE-MAA,2096,UAE,MAA,False
CUB-IRN,2096,CUB,IRN,False
YEM-LAO,2096,YEM,LAO,False
ZIM-BNG,2096,ZIM,BNG,False
BNG-ZIM,2096,BNG,ZIM,False
NIG-GUI,2095,NIG,GUI,False
SAF-MAD,2095,SAF,MAD,False
GUI-ECU,2095,GUI,ECU,False
KEN-JOR,2095,KEN,JOR,False
ZIM-MAL,2095,ZIM,MAL,False
MAS-BAR,2095,MAS,BAR,False
ECU-GUI,2095,ECU,GUI,False
IRN-BNG,2095,IRN,BNG,False
GUI-NIG,2095,GUI,NIG,False
GUI-QAT,2095,GUI,QAT,False
MZM-LIB,2095,MZM,LIB,False
LIB-MZM,2095,LIB,MZM,False
QAT-GUI,2095,QAT,GUI,False
BNG-IRN,2095,BNG,IRN,False
COS-INS,2095,COS,INS,False
JOR-KEN,2095,JOR,KEN,False
INS-COS,2095,INS,COS,False
MAL-ZIM,2095,MAL,ZIM,False
BAR-MAS,2095,BAR,MAS,False
MAD-SAF,2095,MAD,SAF,False
LAO-EGY,2094,LAO,EGY,False
THI-HON,2094,THI,HON,False
COL-LIB,2094,COL,LIB,False
SAL-TUN,2094,SAL,TUN,False
DEN-FIN,2094,DEN,FIN,False
BLZ-CAP,2094,BLZ,CAP,False
CHL-SAU,2094,CHL,SAU,False
HON-THI,2094,HON,THI,False
MOR-BLZ,2094,MOR,BLZ,False
ICE-GMY,2094,ICE,GMY,False
QAT-URU,2094,QAT,URU,False
PAN-SIN,2094,PAN,SIN,False
JAM-HON,2094,JAM,HON,False
URU-QAT,2094,URU,QAT,False
FIN-DEN,2094,FIN,DEN,False
INS-CAP,2094,INS,CAP,False
BFO-GUI,2094,BFO,GUI,False
CAP-BLZ,2094,CAP,BLZ,False
EGY-LAO,2094,EGY,LAO,False
HON-JAM,2094,HON,JAM,False
SAU-CHL,2094,SAU,CHL,False
TUN-SAL,2094,TUN,SAL,False
MAA-SRI,2094,MAA,SRI,False
GUI-BFO,2094,GUI,BFO,False
BLZ-MOR,2094,BLZ,MOR,False
SRI-MAA,2094,SRI,MAA,False
LIB-COL,2094,LIB,COL,False
SIN-PAN,2094,SIN,PAN,False
GMY-ICE,2094,GMY,ICE,False
CAP-INS,2094,CAP,INS,False
ANG-ANG,2094,ANG,ANG,True
CHN-SRI,2093,CHN,SRI,False
BOT-SAU,2093,BOT,SAU,False
BLZ-MAS,2093,BLZ,MAS,False
BRA-NAM,2093,BRA,NAM,False
NAM-BRA,2093,NAM,BRA,False
MLI-DRV,2093,MLI,DRV,False
INS-SUR,2093,INS,SUR,False
SLU-KEN,2093,SLU,KEN,False
MAS-BLZ,2093,MAS,BLZ,False
SEN-GUA,2093,SEN,GUA,False
LAO-MOR,2093,LAO,MOR,False
BRA-OMA,2093,BRA,OMA,False
CAP-NIG,2093,CAP,NIG,False
DRV-MLI,2093,DRV,MLI,False
GUA-SEN,2093,GUA,SEN,False
OMA-BRA,2093,OMA,BRA,False
